date,player,acca_team,method,team,second_team,odds_scored,market_odds,doubled,win
2024-09-14,Matt,JHP,Win,Real Madrid,,1.7,1.7,0,1
2024-09-14,Sandy,JHP,Win,Crystal Palace,,1.61,1.61,0,0
2024-09-14,Will,JHP,Win,Reading,,1.85,1.85,0,0
2024-09-14,Ausy,VDL,Win,Leeds,,1.73,1.73,0,0
2024-09-14,Fraser,VDL,Win,Chelsea,,2.05,2.05,0,1
2024-09-14,Henry,VDL,Win,Monaco,,1.85,1.85,0,1
2024-09-14,Luke,VDL,Win,Aston Villa,,1.5,1.5,0,1
2024-09-14,Matteo,VDL,Win,Freiburg,,1.7,1.7,0,1
2024-09-14,Tom,VDL,Win,Bayer Leverkusen,,1.48,1.48,0,1
2024-09-21,Dom,JHP,Win,Lille,,1.7,1.7,0,1
2024-09-21,George,JHP,Win,Wycombe,,1.7,1.7,0,1
2024-09-21,Harry,JHP,BTTS,Freiburg,Heidenheim,1.57,1.57,0,0
2024-09-21,Matt,JHP,Win,Mansfield,,1.7,1.7,0,1
2024-09-21,Sandy,JHP,Win,Sheffield United,,1.55,1.55,0,1
2024-09-21,Will,JHP,Win,Colchester,,2.1,2.1,0,1
2024-09-21,Ausy,VDL,Win,Aston Villa,,1.57,1.57,0,1
2024-09-21,Fraser,VDL,Win,Leeds,,1.65,1.65,0,1
2024-09-21,Henry,VDL,BTTS,Frankfurt,Gladbach,1.5,1.5,0,0
2024-09-21,Luke,VDL,Win,Stockport,,1.55,1.55,0,0
2024-09-21,Matteo,VDL,Win,Birmingham,,2.05,2.05,0,1
2024-09-21,Tom,VDL,BTTS,Crystal Palace,Man United,1.5,1.5,0,0
2024-09-23,Dom,JHP,Win,West Brom,,1.66,1.66,0,0
2024-09-23,George,JHP,Win,Girona,,1.66,1.66,0,1
2024-09-23,Harry,JHP,BTTS,Dortmund,Freiburg,1.61,1.61,0,0
2024-09-23,Matt,JHP,Win,Frankfurt,,1.7,1.7,0,1
2024-09-23,Sandy,JHP,BTTS,Everton,Brentford,1.66,1.66,0,0
2024-09-23,Will,JHP,Win,Wrexham,,1.8,1.8,0,1
2024-09-23,Ausy,VDL,Win,Stockport,,1.91,1.91,0,1
2024-09-23,Fraser,VDL,Win,Fulham,,1.65,1.65,0,0
2024-09-23,Henry,VDL,Win,Atalanta,,1.61,1.61,0,1
2024-09-23,Luke,VDL,Win,Barcelona,,1.67,1.67,0,1
2024-09-23,Matteo,VDL,Win,Aston Villa,,1.6,1.6,0,0
2024-09-23,Tom,VDL,BTTS,Bournemouth,Brighton,1.5,1.5,0,1
2024-09-28,Dom,JHP,Win,Sheffield United,,1.85,1.85,0,0
2024-09-28,George,JHP,Win,Juventus,,1.73,1.73,0,1
2024-09-28,Harry,JHP,Win,Rapid Vienna,,1.85,1.85,0,0
2024-09-28,Matt,JHP,BTTS,Everton,Crystal Palace,1.66,1.66,0,1
2024-09-28,Sandy,JHP,Win,Birmingham,,1.57,1.57,0,1
2024-09-28,Will,JHP,Win,Leeds,,1.57,1.57,0,1
2024-09-28,Ausy,VDL,Win,SC Freiburg,,1.62,1.62,0,0
2024-09-28,Fraser,VDL,Win,Hull,,1.9,1.9,0,1
2024-09-28,Henry,VDL,Win,Inter Milan,,1.5,1.5,0,1
2024-09-28,Luke,VDL,Win,Notts County,,1.75,1.75,0,0
2024-09-28,Matteo,VDL,Win,Port Vale,,1.9,1.9,0,1
2024-09-28,Tom,VDL,BTTS,Chelsea,Brighton,1.53,1.53,0,1
2024-10-05,Dom,JHP,Win,West Brom,,1.9,1.9,0,0
2024-10-05,George,JHP,Win,Barrow,,1.66,1.66,0,1
2024-10-05,Harry,JHP,Win,Sheffield United,,1.91,1.91,0,1
2024-10-05,Matt,JHP,BTTS,Brentford,Wolves,1.61,1.61,0,1
2024-10-05,Sandy,JHP,Win,Exeter,,1.7,1.7,0,1
2024-10-05,Will,JHP,Win,Wrexham,,1.55,1.55,0,1
2024-10-05,Ausy,VDL,Win,Dortmund,,2.2,2.2,0,0
2024-10-05,Fraser,VDL,Win,Birmingham,,1.8,1.8,0,0
2024-10-05,Henry,VDL,Win,Lille,,1.72,1.72,0,1
2024-10-05,Luke,VDL,Win,Wycombe,,1.57,1.57,0,1
2024-10-05,Matteo,VDL,BTTS,West Ham,Ipswich,1.66,1.66,0,1
2024-10-05,Tom,VDL,BTTS,Everton,Newcastle,1.57,1.57,0,0
2024-10-19,Dom,JHP,BTTS,Man United,Brentford,1.53,1.53,0,1
2024-10-19,George,JHP,Win,Real Madrid,,1.6,1.6,0,1
2024-10-19,Harry,JHP,Win,Arsenal,,1.65,1.65,0,0
2024-10-19,Matt,JHP,BTTS,Bayer Leverkusen,Frankfurt,1.53,1.53,0,1
2024-10-19,Sandy,JHP,BTTS,Fulham,Aston Villa,1.61,1.61,0,1
2024-10-19,Will,JHP,Win,Burnley,,2.6,2.6,0,1
2024-10-19,Ausy,VDL,Win,Colchester,,1.85,1.85,0,0
2024-10-19,Fraser,VDL,Win,Mansfield,,2.35,2.35,0,0
2024-10-19,Henry,VDL,Win,Freiburg,,1.72,1.72,0,1
2024-10-19,Luke,VDL,BTTS,Ipswich,Everton,1.61,1.61,0,0
2024-10-19,Matteo,VDL,BTTS,Brest,Rennes,1.75,1.75,0,1
2024-10-19,Tom,VDL,BTTS,Leicester,Southampton,1.57,1.57,0,1
2024-10-26,Dom,JHP,Win,West Brom,,1.66,1.66,0,0
2024-10-26,George,JHP,Win,Sheffield United,,1.75,1.75,0,1
2024-10-26,Harry,JHP,Win,Burnley,,1.65,1.65,0,0
2024-10-26,Matt,JHP,BTTS,Augsburg,Dortmund,1.5,1.5,0,1
2024-10-26,Sandy,JHP,Win,Bayer Leverkusen,,1.5,1.5,0,0
2024-10-26,Will,JHP,Win,Notts County,,1.53,1.53,0,1
2024-10-26,Ausy,VDL,Win,Sunderland,,1.55,1.55,0,1
2024-10-26,Fraser,VDL,Win,Aston Villa,,1.85,1.85,0,0
2024-10-26,Henry,VDL,Win,RB Leipzig,,1.7,1.7,0,1
2024-10-26,Luke,VDL,Win,Wycombe,,1.9,1.9,0,1
2024-10-26,Matteo,VDL,Win,Brentford,,1.66,1.66,0,1
2024-10-26,Tom,VDL,Win,Brighton,,1.61,1.61,0,1
2024-11-02,Dom,JHP,BTTS,Ipswich,Leicester,1.57,1.57,0,1
2024-11-02,George,JHP,Win,Racing Santander,,1.72,1.72,0,0
2024-11-02,Harry,JHP,BTTS,Ajax,PSV,1.5,1.5,0,1
2024-11-02,Matt,JHP,Win,Besiktas,,1.57,1.57,0,0
2024-11-02,Sandy,JHP,BTTS,Wolves,Crystal Palace,1.66,1.66,0,1
2024-11-02,Will,JHP,Win,Bradford,,1.53,1.53,0,1
2024-11-02,Ausy,VDL,Win,Man City,,1.57,1.57,0,0
2024-11-02,Fraser,VDL,Win,Sunderland,,2.05,2.05,0,0
2024-11-02,Henry,VDL,Win,Hoffenheim,,1.83,1.83,0,0
2024-11-02,Luke,VDL,BTTS,Middlesbrough,Coventry,1.66,1.66,0,0
2024-11-02,Matteo,VDL,BTTS,Wolfsberg,Augsburg,1.57,1.57,0,1
2024-11-02,Tom,VDL,BTTS,Notts Forest,West Ham,1.66,1.66,0,0
2024-11-09,Dom,JHP,Win,RB Leipzig,,1.57,1.57,0,0
2024-11-09,George,JHP,Win,Wolves,,1.95,1.95,0,1
2024-11-09,Harry,JHP,Win,Wycombe,,2.25,2.25,0,1
2024-11-09,Matt,JHP,BTTS,Stockport,Bolton,1.7,1.7,0,0
2024-11-09,Sandy,JHP,Win,Juventus,,1.57,1.57,0,1
2024-11-09,Will,JHP,Win,MK Dons,,1.85,1.85,0,1
2024-11-09,Ausy,VDL,Win,Sunderland,,2.15,2.15,0,1
2024-11-09,Fraser,VDL,Win,Aberdeen,,1.61,1.61,0,1
2024-11-09,Henry,VDL,Win,Man City,,1.75,1.75,0,0
2024-11-09,Luke,VDL,Win,Villarreal,,1.62,1.62,0,1
2024-11-09,Matteo,VDL,Win,Werder Bremen,,1.61,1.61,0,1
2024-11-09,Tom,VDL,BTTS,Crystal Palace,Fulham,1.7,1.7,0,0
2024-11-29,Dom,JHP,Win,Augsburg,,1.72,1.72,0,1
2024-11-29,George,JHP,Win,Nottingham Forest,,1.7,1.7,0,1
2024-11-29,Harry,JHP,Win,FC Zurich,,1.85,1.85,0,0
2024-11-29,Matt,JHP,Win,AFC Wimbledon,,1.5,1.5,0,0
2024-11-29,Sandy,JHP,Win,Bologna,,1.65,1.65,0,1
2024-11-29,Will,JHP,Win,Brentford,,1.65,1.65,0,1
2024-11-29,Ausy,VDL,Win,Burnley,,2.3,2.3,0,1
2024-11-29,Fraser,VDL,Win,Almeria,,1.8,1.8,0,1
2024-11-29,Henry,VDL,Win,RB Leipzig,,1.66,1.66,0,0
2024-11-29,Luke,VDL,Win,Athletico Madrid,,1.57,1.57,0,1
2024-11-29,Matteo,VDL,Win,SK Sturm Graz,,1.65,1.65,0,0
2024-11-29,Tom,VDL,BTTS,Wolves,Bournemouth,1.53,1.53,0,1
2024-12-07,Dom,JHP,Win,Leipzig,,1.6,1.6,0,1
2024-12-07,George,JHP,Win,Man City,,1.57,1.57,0,0
2024-12-07,Harry,JHP,Win,Frankfurt,,1.53,1.53,0,0
2024-12-07,Matt,JHP,Win,Stockport,,1.57,1.57,0,1
2024-12-07,Sandy,JHP,N/A,N/A,,1.63,1.63,0,0
2024-12-07,Will,JHP,Win,Aberdeen,,1.53,1.53,0,0
2024-12-07,Ausy,VDL,Win,Wrexham,,1.85,1.85,0,1
2024-12-07,Fraser,VDL,Win,Dundee United,,2.15,2.15,0,0
2024-12-07,Henry,VDL,Win,Barcelona,,1.6,1.6,0,0
2024-12-07,Luke,VDL,BTTS,Man United,Notts Forest,1.8,1.8,0,1
2024-12-07,Matteo,VDL,N/A,N/A,,1.72,1.72,0,0
2024-12-07,Tom,VDL,BTTS,Brentford,Newcastle,1.5,1.5,0,1
2024-12-14,Dom,JHP,Win,Bayern Munich,,1.48,1.48,0,0
2024-12-14,George,JHP,Win,Napoli,,1.72,1.72,0,1
2024-12-14,Harry,JHP,Win,Blackburn,,2.2,2.2,0,1
2024-12-14,Matt,JHP,BTTS,Wolves,Ipswich,1.67,1.67,0,1
2024-12-14,Sandy,JHP,Win,Real Madrid,,1.57,1.57,0,0
2024-12-14,Will,JHP,Win,Huddersfield,,1.8,1.8,0,0
2024-12-14,Ausy,VDL,Win,Wycombe,,1.73,1.73,0,1
2024-12-14,Fraser,VDL,Win,Walsall,,1.75,1.75,0,1
2024-12-14,Henry,VDL,Win,Bayer Leverkusen,,1.57,1.57,0,1
2024-12-14,Luke,VDL,BTTS,Marseille,Lille,1.57,1.57,0,1
2024-12-14,Matteo,VDL,Win,Wrexham,,1.55,1.55,0,0
2024-12-14,Tom,VDL,BTTS,Notts Forest,Aston Villa,1.75,1.75,0,1
2024-12-21,Dom,JHP,Win,Sunderland,,1.8,1.8,0,1
2024-12-21,George,JHP,Win,Newcastle,,1.72,1.72,0,1
2024-12-21,Harry,JHP,Win,Sheffield United,,2.05,2.05,0,1
2024-12-21,Matt,JHP,Win,Wigan,,1.7,1.7,0,1
2024-12-21,Sandy,JHP,Win,Arsenal,,1.55,1.55,0,1
2024-12-21,Will,JHP,Win,MK Dons,,1.65,1.65,0,0
2024-12-21,Ausy,VDL,Win,Port Vale,,1.73,1.73,0,0
2024-12-21,Fraser,VDL,Win,Werder Bremen,,2.1,2.1,0,1
2024-12-21,Henry,VDL,Win,Napoli,,1.7,1.7,0,1
2024-12-21,Luke,VDL,Win,Walsall,,1.7,1.7,0,1
2024-12-21,Matteo,VDL,BTTS,Frankfurt,Mainz,1.61,1.61,0,1
2024-12-21,Tom,VDL,BTTS,Brentford,Notts Forest,1.57,1.57,0,0
2024-12-26,Dom,JHP,Win,Grimsby,,1.72,1.72,0,1
2024-12-26,George,JHP,Win,Watford,,1.8,1.8,0,1
2024-12-26,Harry,JHP,Win,Wrexham,,2.1,2.1,0,1
2024-12-26,Matt,JHP,BTTS,Newcastle,Aston Villa,1.57,1.57,0,0
2024-12-26,Sandy,JHP,N/A,N/A,,1.62,1.62,0,0
2024-12-26,Will,JHP,Win,Reading,,1.8,1.8,0,1
2024-12-26,Ausy,VDL,N/A,N/A,,1.74,1.74,0,0
2024-12-26,Fraser,VDL,Win,Salford,,2.15,2.15,0,1
2024-12-26,Henry,VDL,Win,Man United,,1.9,1.9,0,0
2024-12-26,Luke,VDL,BTTS,Southampton,West Ham,1.53,1.53,0,0
2024-12-26,Matteo,VDL,BTTS,Bournemouth,Crystal Palace,1.57,1.57,0,0
2024-12-26,Tom,VDL,N/A,N/A,,1.51,1.51,0,0
2024-12-29,Dom,JHP,N/A,N/A,,1.5,1.5,0,0
2024-12-29,George,JHP,Win,Exeter,,1.7,1.7,0,0
2024-12-29,Harry,JHP,Win,Watford,,1.95,1.95,0,0
2024-12-29,Matt,JHP,Win,Leeds,,1.6,1.6,0,1
2024-12-29,Sandy,JHP,Win,Oxford United,,1.85,1.85,0,1
2024-12-29,Will,JHP,Win,Leyton Orient,,1.65,1.65,0,1
2024-12-29,Ausy,VDL,N/A,N/A,,1.5,1.5,0,0
2024-12-29,Fraser,VDL,Win,Blackburn,,2,2,0,0
2024-12-29,Henry,VDL,Win,Bristol City,,1.66,1.66,0,1
2024-12-29,Luke,VDL,Win,Coventry,,1.8,1.8,0,0
2024-12-29,Matteo,VDL,Win,Crystal Palace,,1.57,1.57,0,1
2024-12-29,Tom,VDL,BTTS,Fulham,Bournemouth,1.57,1.57,0,1
2025-01-04,Dom,JHP,Win,Leeds,,1.55,1.55,0,1
2025-01-04,George,JHP,Win,Huddersfield,,1.75,1.75,0,0
2025-01-04,Harry,JHP,Win,Wrexham,,1.65,1.65,0,1
2025-01-04,Matt,JHP,Win,Barnsley,,1.53,1.53,0,1
2025-01-04,Sandy,JHP,Win,Bournemouth,,1.72,1.72,0,1
2025-01-04,Will,JHP,Win,Birmingham,,1.72,1.72,0,1
2025-01-04,Ausy,VDL,Win,Middlesbrough,,1.55,1.55,0,0
2025-01-04,Fraser,VDL,Win,Wycombe,,1.8,1.8,0,0
2025-01-04,Henry,VDL,Win,Lille,,1.53,1.53,0,0
2025-01-04,Luke,VDL,Win,Arsenal,,1.75,1.75,0,0
2025-01-04,Matteo,VDL,BTTS,Watford,Sheffield United,1.83,1.83,0,1
2025-01-04,Tom,VDL,BTTS,Crystal Palace,Chelsea,1.53,1.53,0,1
2025-01-11,Dom,JHP,Win,Mainz,,1.53,1.53,0,1
2025-01-11,George,JHP,Win,Bournemouth,,1.57,1.57,0,1
2025-01-11,Harry,JHP,BTTS,Hoffenheim,Wolfsburg,1.5,1.5,0,0
2025-01-11,Matt,JHP,BTTS,Brest,Lyon,1.57,1.57,0,1
2025-01-11,Sandy,JHP,Win,Sunderland,,1.57,1.57,0,0
2025-01-11,Will,JHP,Win,Real Betis,,1.83,1.83,0,0
2025-01-11,Ausy,VDL,Win,Marseille,,2.38,2.38,0,1
2025-01-11,Fraser,VDL,Win,Juventus,,1.9,1.9,0,0
2025-01-11,Henry,VDL,BTTS,Gladbach,Bayern,1.5,1.5,0,0
2025-01-11,Luke,VDL,Win,Brighton,,1.57,1.57,0,1
2025-01-11,Matteo,VDL,Win,Hibernian,,1.61,1.61,0,1
2025-01-11,Tom,VDL,BTTS,Exeter,Oxford United,1.57,1.57,0,1
2025-01-18,Dom,JHP,Win,PSG,,1.75,1.75,0,1
2025-01-18,George,JHP,Win,Sheffield United,,2.1,2.1,0,1
2025-01-18,Harry,JHP,BTTS,FC Utrecht,AZ,1.61,1.61,0,0
2025-01-18,Matt,JHP,Win,Barnsley,,1.83,1.83,0,0
2025-01-18,Sandy,JHP,Win,Barcelona,,1.5,1.5,0,0
2025-01-18,Will,JHP,Win,Bolton,,1.53,1.53,0,0
2025-01-18,Ausy,VDL,Win,Crewe,,2.2,2.2,0,1
2025-01-18,Fraser,VDL,Win,Wimbledon,,1.61,1.61,0,1
2025-01-18,Henry,VDL,Win,Fulham,,1.9,1.9,0,1
2025-01-18,Luke,VDL,BTTS,Arsenal,Aston Villa,1.95,1.95,0,1
2025-01-18,Matteo,VDL,N/A,N/A,,1.67,1.67,0,0
2025-01-18,Tom,VDL,BTTS,West Ham,Crystal Palace,1.61,1.61,0,0
2025-01-25,Dom,JHP,Win,Rotherham,,1.95,1.95,0,0
2025-01-25,George,JHP,Win,Barnsley,,1.85,1.85,0,0
2025-01-25,Harry,JHP,Win,Huesca,,1.65,1.65,0,1
